"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","6398","","","","","12/22/2020","","","","6:40","","","","","1","Regular","KEI151","","","","12,213","2,882","135","","","","","","","","","","","","","","","",""
"","6398","","","","","12/22/2020","","","","1:39","","","","","1","Driving Pay","KEI151","","","KEITHS #151","","","","","","","","","","","","","","","","","","",""
"","14761","","","","","12/22/2020","","","","6:30","","","","","1","Regular","KEI151","","","","10,458","2,217","58","","","","","","","","","","","","","","","",""
"","14761","","","","","12/22/2020","","","","","71","","","","1","JSA","KEI151","","","KEITHS #151","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","12/22/2020","","","","6:30","","","","","1","Regular","KEI151","","","","11,330","3,201","98","","","","","","","","","","","","","","","",""
"","6945","","","","","12/22/2020","","","","","71","","","","1","JSA","KEI151","","","KEITHS #151","","","","","","","","","","","","","","","","","","",""
"","6398","","","","","12/22/2020","","","","4:10","","","","","1","Regular","KEI130","","","","15,501","3,939","54","","","","","","","","","","","","","","","",""
"","6398","","","","","12/22/2020","","","","3:00","","","","","1","Driving Pay","KEI130","","","KEITHS #130","","","","","","","","","","","","","","","","","","",""
"","14761","","","","","12/22/2020","","","","4:0","","","","","1","Regular","KEI130","","","","10,720","2,028","13","","","","","","","","","","","","","","","",""
"","14761","","","","","12/22/2020","","","","0:36","","","","","1","Travel Pay","KEI130","","","KEITHS #130","","","","","","","","","","","","","","","","","","",""
"","14761","","","","","12/22/2020","","","","","79","","","","1","JSA","KEI130","","","KEITHS #130","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","12/22/2020","","","","4:0","","","","","1","Regular","KEI130","","","","12,435","5,525","21","","","","","","","","","","","","","","","",""
"","6945","","","","","12/22/2020","","","","0:36","","","","","1","Travel Pay","KEI130","","","KEITHS #130","","","","","","","","","","","","","","","","","","",""
"","6945","","","","","12/22/2020","","","","","79","","","","1","JSA","KEI130","","","KEITHS #130","","","","","","","","","","","","","","","","","","",""
"","14601","","","","","12/22/2020","","","","5:35","","","","","30","Regular","WMGROCR","","","","10,221","3,404","18","","","","","","","","","","","","","","","",""
"","14601","","","","","12/22/2020","","","","","95","","","","30","JSA","WMGROCR","","","WM GROCERY WEDOWEE","","","","","","","","","","","","","","","","","","",""
"","14919","","","","","12/22/2020","","","","5:29","","","","","30","Regular","WMGROCR","","","","9,303","3,095","22","","","","","","","","","","","","","","","",""
"","14919","","","","","12/22/2020","","","","","95","","","","30","JSA","WMGROCR","","","WM GROCERY WEDOWEE","","","","","","","","","","","","","","","","","","",""
"","12324","","","","","12/22/2020","","","","5:29","","","","","30","Regular","WMGROCR","","","","15,626","4,259","24","","","","","","","","","","","","","","","",""
