"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","14995","","","","","03/08/2021","","","","3:13","","","","","2","Regular","SPR4136","","","","5,050","2,331","0","","","","","","","","","","","","","","","",""
"","14995","","","","","03/08/2021","","","","","116","","","","2","JSA","SPR4136","","","SPRINT MART #4136","","","","","","","","","","","","","","","","","","",""
"","8824","","","","","03/08/2021","","","","3:16","","","","","2","Regular","SPR4136","","","","2,992","1,959","56","","","","","","","","","","","","","","","",""
"","8824","","","","","03/08/2021","","","","2:34","","","","","2","Driving Pay","SPR4136","","","SPRINT MART #4136","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","03/08/2021","","","","3:5","","","","","2","Regular","SPR4136","","","","15,723","2,668","23","","","","","","","","","","","","","","","",""
"","9926","","","","","03/08/2021","","","","","116","","","","2","JSA","SPR4136","","","SPRINT MART #4136","","","","","","","","","","","","","","","","","","",""
"","12516","","","","","03/08/2021","","","","2:56","","","","","2","Regular","SPR4136","","","","13,082","4,396","0","","","","","","","","","","","","","","","",""
"","12516","","","","","03/08/2021","","","","","116","","","","2","JSA","SPR4136","","","SPRINT MART #4136","","","","","","","","","","","","","","","","","","",""
"","14996","","","","","03/08/2021","","","","3:7","","","","","2","Regular","SPR4136","","","","5,761","1,574","8","","","","","","","","","","","","","","","",""
"","14996","","","","","03/08/2021","","","","","116","","","","2","JSA","SPR4136","","","SPRINT MART #4136","","","","","","","","","","","","","","","","","","",""
"","14995","","","","","03/08/2021","","","","2:13","","","","","2","Regular","SPR4141","","","","6,728","3,535","8","","","","","","","","","","","","","","","",""
"","14995","","","","","03/08/2021","","","","0:10","","","","","2","Travel Pay","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","14995","","","","","03/08/2021","","","","","115","","","","2","JSA","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","8824","","","","","03/08/2021","","","","2:16","","","","","2","Regular","SPR4141","","","","19,458","5,991","23","","","","","","","","","","","","","","","",""
"","8824","","","","","03/08/2021","","","","2:34","","","","","2","Driving Pay","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","03/08/2021","","","","2:14","","","","","2","Regular","SPR4141","","","","11,054","2,998","0","","","","","","","","","","","","","","","",""
"","9926","","","","","03/08/2021","","","","0:10","","","","","2","Travel Pay","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","9926","","","","","03/08/2021","","","","","115","","","","2","JSA","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","12516","","","","","03/08/2021","","","","2:21","","","","","2","Regular","SPR4141","","","","9,916","3,713","22","","","","","","","","","","","","","","","",""
"","12516","","","","","03/08/2021","","","","0:10","","","","","2","Travel Pay","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","12516","","","","","03/08/2021","","","","","115","","","","2","JSA","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","14996","","","","","03/08/2021","","","","2:18","","","","","2","Regular","SPR4141","","","","6,010","1,858","26","","","","","","","","","","","","","","","",""
"","14996","","","","","03/08/2021","","","","0:10","","","","","2","Travel Pay","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","14996","","","","","03/08/2021","","","","","115","","","","2","JSA","SPR4141","","","SPRINT MART #4141","","","","","","","","","","","","","","","","","","",""
"","6398","","","","","03/09/2021","","","","3:34","","","","","1","Regular","SHE1020","","","","19,608","5,619","35","","","","","","","","","","","","","","","",""
"","6398","","","","","03/09/2021","","","","0:05","","","","","1","Driving Pay","SHE1020","","","SHELL #1020 PEARSON ROAD","","","","","","","","","","","","","","","","","","",""
"","14761","","","","","03/09/2021","","","","3:25","","","","","1","Regular","SHE1020","","","","7,003","2,406","7","","","","","","","","","","","","","","","",""
"","6398","","","","","03/09/2021","","","","3:50","","","","","1","Regular","SHE1006","","","","16,038","4,244","73","","","","","","","","","","","","","","","",""
"","6398","","","","","03/09/2021","","","","0:08","","","","","1","Driving Pay","SHE1006","","","SHELL #1006  (SHELL 80)","","","","","","","","","","","","","","","","","","",""
"","14761","","","","","03/09/2021","","","","3:40","","","","","1","Regular","SHE1006","","","","8,803","3,468","0","","","","","","","","","","","","","","","",""
"","14761","","","","","03/09/2021","","","","0:05","","","","","1","Travel Pay","SHE1006","","","SHELL #1006  (SHELL 80)","","","","","","","","","","","","","","","","","","",""
"","2053","","","","","03/09/2021","","","","4:45","","","","","3","Regular","KEI080","","","","12,396","2,685","43","","","","","","","","","","","","","","","",""
"","2053","","","","","03/09/2021","","","","","41","","","","3","JSA","KEI080","","","KEITHS #080","","","","","","","","","","","","","","","","","","",""
"","12406","","","","","03/09/2021","","","","5:0","","","","","3","Regular","KEI080","","","","17,603","4,153","42","","","","","","","","","","","","","","","",""
"","12406","","","","","03/09/2021","","","","1:03","","","","","3","Driving Pay","KEI080","","","KEITHS #080","","","","","","","","","","","","","","","","","","",""
"","15052","","","","","03/09/2021","","","","4:45","","","","","3","Regular","KEI080","","","","9,170","2,764","26","","","","","","","","","","","","","","","",""
