"Username","Employee Id","Badge Id","Employee External Id","EIN Tax Id","EIN Name","Pay Date","In Date","Time In","Time Out","Total Time","Piece Quantity","Time Zone","Override","Time Off","Cost Center 1","Cost Center 2","Cost Center 3","Cost Center 4","Cost Center 5","Custom 1","Custom 2","Custom 3","Custom 4","Custom 5","Rate Override 1","Rate Override 2","Rate Override 3","Rate Override 4","Rate Override 5","Shift","PieceRate Override 1","Piece Rate Override 2","Piece Rate Override 3","Piece Rate Override 4","Piece Rate Override 5","Pay Category","Reason Code In","Reason Code Out","Note"
"","14601","","","","","01/21/2021","","","","4:52","","","","","30","Regular","SPR0038","","","","10,502","2,786","23","","","","","","","","","","","","","","","",""
"","14601","","","","","01/21/2021","","","","0:09","","","","","30","Travel Pay","SPR0038","","","SPRINT MART #0038","","","","","","","","","","","","","","","","","","",""
"","14742","","","","","01/21/2021","","","","4:52","","","","","30","Regular","SPR0038","","","","13,107","4,607","9","","","","","","","","","","","","","","","",""
"","14742","","","","","01/21/2021","","","","0:09","","","","","30","Travel Pay","SPR0038","","","SPRINT MART #0038","","","","","","","","","","","","","","","","","","",""
"","14742","","","","","01/21/2021","","","","","59","","","","30","JSA","SPR0038","","","SPRINT MART #0038","","","","","","","","","","","","","","","","","","",""
"","14595","","","","","01/21/2021","","","","5:2","","","","","30","Regular","SPR0038","","","","7,983","1,418","92","","","","","","","","","","","","","","","",""
"","14595","","","","","01/21/2021","","","","0:09","","","","","30","Driving Pay","SPR0038","","","SPRINT MART #0038","","","","","","","","","","","","","","","","","","",""
"","15031","","","","","01/21/2021","","","","4:48","","","","","30","Regular","SPR0038","","","","4,487","1,798","34","","","","","","","","","","","","","","","",""
"","15031","","","","","01/21/2021","","","","0:09","","","","","30","Travel Pay","SPR0038","","","SPRINT MART #0038","","","","","","","","","","","","","","","","","","",""
"","14662","","","","","01/24/2021","","","","2:25","","","","","12","Regular","JSWINES","","","","0","1,809","7","","","","","","","","","","","","","","","",""
"","14662","","","","","01/24/2021","","","","","149","","","","12","JSA","JSWINES","","","J'S WINE & SPIRITS","","","","","","","","","","","","","","","","","","",""
"","14907","","","","","01/24/2021","","","","2:21","","","","","12","Regular","JSWINES","","","","38","3,366","0","","","","","","","","","","","","","","","",""
"","14907","","","","","01/24/2021","","","","","149","","","","12","JSA","JSWINES","","","J'S WINE & SPIRITS","","","","","","","","","","","","","","","","","","",""
"","14230","","","","","01/24/2021","","","","2:50","","","","","12","Regular","JSWINES","","","","0","2,236","6","","","","","","","","","","","","","","","",""
"","14230","","","","","01/24/2021","","","","","272","","","","12","JSA","JSWINES","","","J'S WINE & SPIRITS","","","","","","","","","","","","","","","","","","",""
